I,V,SOC,T_avg,E,Q
-0.4435384615384616,48.47153846153846,4.230769230769231,26.330769230769256,48.028,0.9908495072445369
-0.43768421052631573,48.49247368421054,4.368421052631579,26.157894736842138,48.054789473684224,0.9909741826458148
-0.43524999999999997,48.47425,4.0,25.337500000000027,48.038999999999994,0.9910210059980298
-0.44420000000000004,48.644600000000004,4.6,25.065000000000037,48.2004,0.9908684622753604
-0.44264864864864856,48.49397297297297,4.054054054054054,25.179729729729754,48.05132432432432,0.9908720894265489
-0.45499999999999996,48.68855555555555,5.0,26.87222222222225,48.233555555555554,0.9906548880982755
-0.4491428571428572,48.522,4.142857142857143,26.96160714285715,48.07285714285714,0.9907435213481954
-0.4491162790697675,48.527651162790704,4.046511627906977,26.768604651162796,48.078534883720934,0.9907451469768613
-0.45799999999999996,48.43,4.0,26.75000000000003,47.972,0.9905430518273798
-0.44752000000000003,48.70355999999999,4.16,25.866000000000028,48.25603999999999,0.9908113493140954
-0.44845,48.53166666666667,4.0,25.98666666666667,48.08321666666667,0.9907596414712043
-0.446,48.4315,4.0,26.08750000000002,47.9855,0.9907911173513106
-0.4538275862068964,48.504586206896555,4.0,27.12758620689658,48.050758620689656,0.9906436149301203
-0.4556,48.50112,4.0,27.87400000000003,48.04552,0.9906064024913239
-0.46399999999999997,48.428,4.0,27.87500000000003,47.964,0.9904187660031387
-0.44346153846153824,48.726769230769236,4.3076923076923075,27.056730769230803,48.283307692307694,0.9908990161781235
-0.4436333333333332,48.53893333333335,4.0,26.86416666666668,48.095300000000016,0.9908602578823323
-0.4506,48.437799999999996,4.0,26.750000000000007,47.987199999999994,0.9906973479390063
-0.455,48.483000000000004,4.0,25.650000000000034,48.028000000000006,0.9906152672070623
-0.44659375000000007,48.500875,4.0,25.678125000000016,48.05428125,0.9907920475661522
-0.44995918367346927,48.59002040816328,4.0,26.396938775510225,48.140061224489806,0.990739679055622
-0.4560434782608696,48.45878260869565,4.0,26.576086956521756,48.00273913043478,0.9905890438490085
-0.4534117647058823,48.50258823529413,4.0,27.276470588235306,48.04917647058824,0.9906518026933675
-0.45228571428571435,48.43785714285714,4.0,27.342857142857163,47.985571428571426,0.9906625573267662
-0.503,48.505,4.0,27.700000000000017,48.002,0.9896299350582414
-0.453235294117647,48.504470588235286,4.0,27.738235294117658,48.05123529411764,0.9906558037100279
-0.4462857142857143,48.440000000000005,4.0,27.728571428571442,47.99371428571429,0.9907868349651999
-0.4431454545454545,48.90554545454546,4.2,27.392727272727306,48.46240000000001,0.9909387483479286
-0.4416101694915253,48.71945762711864,4.033898305084746,27.272881355932203,48.27784745762712,0.9909356509493301
-0.4438666666666667,48.55494999999999,4.0,27.145000000000017,48.111083333333326,0.9908584672280238
-0.4484999999999999,48.44872222222222,4.0,27.061111111111146,48.00022222222222,0.9907427899141933
-0.4453333333333333,48.963577777777765,4.155555555555556,26.59444444444445,48.518244444444434,0.9909048040697825
-0.4438499999999999,48.79131666666665,4.033333333333333,26.499166666666667,48.347466666666655,0.9909030944372275
-0.4455500000000001,48.627316666666665,4.033333333333333,26.438333333333315,48.18176666666667,0.9908374545308725
-0.44684090909090907,48.48590909090908,4.0,26.41931818181818,48.03906818181817,0.9907841078476408
-0.44164999999999993,49.0286,4.15,26.47625000000001,48.586949999999995,0.9909919924289088
-0.44134999999999974,48.85666666666666,4.0,26.663333333333334,48.41531666666666,0.9909664324213686
-0.4426166666666667,48.69203333333332,4.0,26.931666666666693,48.249416666666654,0.9909098750582744
-0.4499333333333333,48.530116666666665,4.0,27.181666666666683,48.08018333333333,0.9907287811314417
-0.4468888888888889,48.43666666666667,4.0,27.28888888888892,47.98977777777778,0.99077374807882
-0.44624137931034485,49.09265517241379,4.137931034482759,27.60517241379313,48.64641379310345,0.9909102211370898
-0.44850000000000007,48.9326,4.0,27.80583333333334,48.4841,0.9908343313046926
-0.4481166666666666,48.76875000000002,4.033333333333333,28.012500000000017,48.320633333333355,0.9908113973258149
-0.44455000000000006,48.60923333333335,4.033333333333333,28.180833333333325,48.16468333333335,0.9908546181555357
-0.44918421052631585,48.47794736842104,4.052631578947368,28.298684210526346,48.02876315789472,0.9907342568134615
-0.44385,48.77565,4.0,28.340000000000018,48.3318,0.9909001725246102
-0.4436166666666666,48.61745000000003,4.033333333333333,28.333333333333336,48.17383333333336,0.9908753612814604
-0.4451944444444444,48.475722222222224,4.0,28.29583333333334,48.03052777777778,0.9908161359122493
-0.44056000000000006,48.77843999999999,4.0,28.02800000000003,48.33787999999999,0.9909681408425526
-0.43741666666666673,48.62338333333333,4.0,27.918333333333372,48.185966666666666,0.9910039853938589
-0.4369736842105264,48.48002631578947,4.052631578947368,27.74868421052632,48.043052631578945,0.9909865213074728
-0.4357037037037037,48.64081481481482,4.074074074074074,27.35370370370373,48.205111111111115,0.9910424258852877
-0.4336530612244898,48.49844897959184,4.0,27.205102040816353,48.06479591836735,0.9910584138184095
-0.4316818181818183,48.92859090909092,4.0,26.847727272727294,48.49690909090911,0.9911773094184568
-0.43165,48.77528333333333,4.033333333333333,26.705000000000005,48.34363333333333,0.9911502308033748
-0.4337833333333332,48.603333333333346,4.0,26.546666666666678,48.169550000000015,0.9910750291475208
-0.43288235294117644,48.47158823529411,4.0,26.44117647058826,48.03870588235293,0.9910693590059428
-0.4417843137254901,48.53776470588237,4.0,26.31764705882352,48.095980392156875,0.9908981322810699
-0.4406470588235294,48.54958823529411,4.0,26.28235294117647,48.10894117647058,0.9909237735099226
-0.43945000000000006,48.57052499999999,4.05,26.30000000000002,48.13107499999999,0.9909523316867586
-0.43566666666666654,48.743533333333325,4.033333333333333,26.446666666666673,48.307866666666655,0.9910620622496249
-0.43970000000000004,48.56178333333332,4.0,26.610000000000003,48.122083333333315,0.9909455549236762
-0.43946666666666667,48.799844444444446,4.0,26.731111111111122,48.36037777777778,0.9909945068130909
-0.4349833333333334,48.87679999999998,4.0,26.92750000000003,48.44181666666665,0.9911004130112173
-0.4368909090909091,48.705727272727266,4.0,27.10363636363636,48.26883636363636,0.9910299890063331
-0.44008333333333344,48.54781666666668,4.0,27.23583333333335,48.10773333333334,0.9909350540652532
-0.4378518518518519,48.63068518518517,4.0,27.37407407407408,48.19283333333332,0.9909963873594518
-0.43828813559322016,48.51742372881353,4.0,27.44576271186439,48.079135593220315,0.9909663765734344
-0.4360338983050846,48.55455932203388,3.983050847457627,27.489830508474594,48.1185254237288,0.9910197125791396
-0.4381578947368421,48.715157894736834,3.982456140350877,27.468421052631584,48.276999999999994,0.9910057174466393
-0.43695,48.86216666666665,4.0,27.360833333333346,48.42521666666665,0.9910574984735975
-0.4343166666666668,48.695133333333324,4.0,27.257499999999993,48.260816666666656,0.9910809019929439
-0.43629629629629635,48.54148148148147,4.0,27.149074074074086,48.10518518518517,0.9910118875036242
-0.42855932203389835,49.2312372881356,4.101694915254237,26.87372881355933,48.802677966101704,0.9912949715335069
-0.43142592592592593,49.060203703703706,4.037037037037037,26.632407407407413,48.62877777777778,0.9912061937506109
-0.43125,48.90951666666667,4.0,26.34333333333334,48.47826666666667,0.9911826975731717
-0.43093333333333356,48.759083333333336,4.033333333333333,26.070000000000018,48.32815,0.9911619886209235
-0.4292500000000001,48.605350000000016,4.0,25.78499999999999,48.17610000000001,0.9911686676466684
-0.43020338983050843,48.680254237288146,3.983050847457627,25.46610169491526,48.250050847457636,0.991162671671074
-0.4290535714285714,48.966321428571426,4.0,25.16160714285716,48.53726785714286,0.9912377822366248
-0.4324833333333334,48.934449999999984,4.0,25.02166666666669,48.501966666666654,0.9911619864260591
-0.42978571428571416,48.77749999999999,4.035714285714286,24.929464285714293,48.347714285714275,0.9911888531743998
-0.43957627118644077,48.67316949152544,4.0,24.90593220338984,48.233593220339,0.9909688176098133
-0.44055769230769226,48.985461538461536,4.0,24.91057692307693,48.544903846153844,0.9910063582444398
-0.4375166666666667,48.915966666666684,4.0,25.034166666666692,48.47845000000002,0.9910557493497352
-0.4379,48.75353333333333,4.0,25.257500000000014,48.31563333333333,0.9910180868942149
-0.4413220338983051,48.723305084745775,4.033898305084746,25.470338983050873,48.28198305084747,0.9909422804317011
-0.43981034482758635,48.854603448275846,4.0344827586206895,25.69051724137931,48.41479310344826,0.9909975659654422
-0.44491071428571444,48.84585714285715,3.982142857142857,25.87142857142861,48.40094642857144,0.9908915363490397
-0.4418666666666666,49.10725000000001,4.033333333333333,26.037499999999994,48.66538333333334,0.9910020075107714
-0.4410999999999999,48.943133333333314,4.066666666666666,26.175833333333326,48.502033333333316,0.9909874997786547
-0.44233333333333325,48.78678333333334,4.0,26.25916666666669,48.34445000000001,0.9909333367951089
-0.44448214285714294,48.88103571428572,4.071428571428571,26.35803571428572,48.43655357142858,0.9909068591456371
-0.44260000000000005,49.037533333333315,4.033333333333333,26.363333333333337,48.594933333333316,0.9909742605324086
-0.44151666666666667,48.87445,4.066666666666666,26.316666666666656,48.43293333333334,0.9909663092542901
-0.4425762711864407,48.83505084745763,4.0,26.211016949152544,48.39247457627119,0.990937323428435
-0.44251785714285713,48.96171428571429,4.0,26.063392857142873,48.519196428571426,0.9909619615326261
-0.4420166666666668,49.124399999999994,4.0,25.89583333333332,48.68238333333333,0.9910020953606219
-0.4416000000000001,48.96461666666666,4.0,25.721666666666692,48.523016666666656,0.9909812425775483
-0.43844444444444436,49.04461111111112,4.111111111111111,25.468518518518547,48.606166666666674,0.9910602931797922
-0.43301666666666655,49.43803333333332,4.05,25.191666666666666,49.005016666666656,0.9912412238620603
-0.4317666666666667,49.28599999999998,4.033333333333333,25.006666666666696,48.85423333333331,0.9912395676933273
-0.4343833333333334,49.14506666666667,4.0,24.78500000000001,48.710683333333336,0.9911612016669017
-0.43836666666666674,49.0037,4.0,24.570000000000007,48.565333333333335,0.9910544169793981
-0.4449827586206896,48.98286206896549,4.0,24.415517241379312,48.5378793103448,0.9909155418890351
-0.4433999999999999,49.02231666666667,4.0,24.33583333333337,48.57891666666667,0.9909551398189737
-0.44617543859649134,49.13180701754388,4.0,24.30614035087723,48.68563157894739,0.9909188066614938
-0.4490833333333332,49.15623333333331,4.0,24.359166666666695,48.70714999999998,0.9908641630393432
-0.45005,48.99988333333336,4.0,24.53833333333335,48.54983333333336,0.9908152842540782
-0.4502807017543859,49.26256140350876,4.0,24.76140350877193,48.812280701754375,0.9908595759350363
-0.4508,49.11566666666668,4.033333333333333,25.04750000000002,48.664866666666676,0.9908216658635737
-0.4548813559322033,49.07911864406779,3.983050847457627,25.30932203389832,48.62423728813559,0.9907316722773467
-0.4540169491525424,49.055593220338984,4.0,25.568644067796633,48.601576271186445,0.9907448484597207
-0.4532586206896551,49.35825862068967,4.0344827586206895,25.800862068965515,48.905000000000015,0.9908169649141622
-0.4461333333333333,49.18909999999999,4.0,26.035833333333343,48.74296666666665,0.9909302399650871
-0.4422222222222222,49.064703703703714,4.037037037037037,26.23055555555559,48.62248148148149,0.9909869582644838
-0.44372413793103455,49.236103448275855,4.068965517241379,26.405172413793114,48.79237931034482,0.9909878299285567
-0.44164285714285706,49.16687500000001,4.035714285714286,26.486607142857167,48.72523214285715,0.991017471475605
-0.38013793103448285,49.323293103448265,3.9827586206896552,26.40948275862071,48.94315517241378,0.9922929328697254
-0.4459666666666665,49.31988333333334,4.033333333333333,26.334166666666682,48.87391666666667,0.9909576698782405
-0.44325000000000003,49.174333333333315,4.033333333333333,26.233333333333334,48.731083333333316,0.9909861513119989
-0.4413620689655172,49.28420689655172,4.017241379310345,26.11206896551724,48.842844827586205,0.9910445536864996
-0.4402711864406781,49.20811864406781,4.033898305084746,25.961864406779664,48.767847457627134,0.9910528750423229
-0.43725,49.45123214285716,4.017857142857143,25.743750000000027,49.01398214285716,0.9911579554026713
-0.4371666666666668,49.455649999999984,4.0,25.544999999999995,49.018483333333315,0.9911604302710273
-0.4396999999999999,49.31458333333334,4.0,25.34416666666668,48.87488333333334,0.991083773393604
-0.4435892857142859,49.2079642857143,4.0,25.143750000000004,48.76437500000001,0.9909854168496243
-0.4383,49.39788333333333,4.033333333333333,24.938333333333382,48.959583333333335,0.9911271501849102
-0.4365614035087719,49.244701754385964,4.0,24.831578947368424,48.808140350877196,0.9911348553660417
-0.435457627118644,49.68118644067794,4.0,24.73474576271189,49.245728813559296,0.9912349591804012
-0.4361666666666667,49.52133333333333,4.0,24.74416666666668,49.085166666666666,0.9911923480789424
-0.43768333333333326,49.38383333333333,4.033333333333333,24.875000000000007,48.946149999999996,0.9911371130228179
-0.4281525423728814,49.34018644067797,4.016949152542373,25.137288135593245,48.91203389830509,0.9913224376870231
-0.44038333333333324,49.356666666666676,4.0,25.40833333333335,48.91628333333334,0.9910775308975484
-0.4408035714285713,49.57619642857143,4.0,25.6982142857143,49.135392857142854,0.9911085641258567
-0.4402333333333332,49.526933333333346,4.05,26.02833333333335,49.086700000000015,0.991111233752948
-0.4401000000000001,49.3875,4.0,26.38083333333335,48.9474,0.9910888382687927
-0.43855172413793103,49.45767241379311,4.0,26.68103448275862,49.01912068965518,0.9911327868309544
-0.44516666666666654,49.38413333333334,4.0,27.010833333333323,48.93896666666667,0.9909856337123125
-0.4440535714285714,49.43719642857143,4.0,27.312500000000007,48.993142857142864,0.9910178245631273
-0.44411666666666666,49.56873333333332,4.05,27.579166666666666,49.124616666666654,0.9910403870181607
-0.4489666666666667,49.425483333333325,4.0,27.791666666666686,48.97651666666666,0.9909162918319127
-0.4474642857142857,49.60005357142855,4.0,27.914285714285704,49.15258928571427,0.9909785523705152
-0.44679999999999986,49.63933333333331,4.0,27.941666666666695,49.19253333333331,0.9909990733155158
-0.4499166666666667,49.50509999999999,4.033333333333333,27.901666666666685,49.055183333333325,0.9909117107799668
-0.4463793103448275,49.402017241379305,4.0,27.864655172413794,48.955637931034474,0.9909643505413187
-0.444948275862069,49.458793103448286,4.0,27.787068965517246,49.01384482758622,0.9910036568233396
-0.4454999999999999,49.4743620689655,4.0344827586206895,27.691379310344843,49.028862068965495,0.9909953361424046
-0.44458928571428585,49.43935714285713,4.0,27.625000000000007,48.99476785714285,0.9910073813373094
-0.4414333333333331,49.75745,4.05,27.45333333333337,49.31601666666666,0.9911282967006281
-0.4417333333333333,49.61196666666667,4.05,27.323333333333338,49.170233333333336,0.9910962341746851
-0.4439333333333335,49.48168333333333,4.033333333333333,27.217499999999987,49.037749999999996,0.9910283300116777
-0.4421607142857145,49.65985714285715,4.053571428571429,27.093750000000036,49.217696428571436,0.9910962145337281
-0.44136666666666663,49.689250000000015,4.05,27.057500000000054,49.24788333333335,0.9911174616910767
-0.4425500000000001,49.55621666666666,4.0,27.08750000000003,49.11366666666666,0.9910697379709845
-0.44610344827586207,49.519137931034486,4.017241379310345,27.211206896551722,49.07303448275862,0.990991292116249
-0.4471333333333333,49.59279999999999,4.0,27.42416666666668,49.145666666666656,0.9909839062659633
-0.45196428571428565,49.52058928571429,4.0,27.68928571428572,49.068625000000004,0.9908732046158291
-0.4465166666666667,49.76416666666668,4.0,27.94166666666667,49.317650000000015,0.9910273456469681
-0.44673333333333326,49.62226666666666,4.0,28.246666666666684,49.17553333333333,0.9909973210950997
-0.441896551724138,49.52581034482759,4.0,28.555172413793123,49.083913793103456,0.9910774493411134
-0.4396000000000002,49.67046666666667,4.05,28.87166666666669,49.23086666666667,0.9911496704279001
-0.43726666666666664,49.527683333333336,4.033333333333333,29.181666666666683,49.09041666666667,0.9911712675167188
-0.4371754385964913,49.709385964912286,4.0,29.408771929824574,49.272210526315796,0.9912053743953894
-0.4433,49.59371666666666,4.0,29.619999999999997,49.15041666666666,0.9910613676530932
-0.43805263157894747,49.63242105263158,3.982456140350877,29.70526315789472,49.19436842105263,0.9911740627942686
-0.4352833333333334,49.79879999999999,4.0,29.717500000000005,49.36351666666666,0.9912591601939539
-0.43585000000000007,49.6663,4.0,29.711666666666694,49.23045,0.9912244318582217
-0.43555000000000005,49.539966666666686,4.0,29.629166666666684,49.10441666666669,0.9912081087391392
-0.4389827586206897,49.540310344827574,4.0,29.520689655172433,49.101327586206885,0.991138877500663
-0.4349272727272728,49.60103636363637,4.0,29.391818181818202,49.166109090909096,0.9912314881983771
-0.43365000000000004,49.791883333333345,4.033333333333333,29.214166666666664,49.358233333333345,0.9912907491950662
-0.4295666666666666,49.658899999999996,4.033333333333333,29.06166666666667,49.22933333333333,0.9913496540062976
-0.42896666666666666,49.53234999999998,4.033333333333333,28.88250000000002,49.10338333333331,0.9913396665680779
-0.42896491228070177,49.74500000000001,4.0,28.65964912280703,49.31603508771931,0.9913767230418996
-0.4288833333333333,49.66273333333335,4.033333333333333,28.44666666666666,49.23385000000002,0.9913640811822682
-0.43034999999999995,49.532283333333325,4.0,28.3275,49.10193333333333,0.9913117269982507
-0.4343928571428571,49.89225,4.0,28.149999999999995,49.45785714285714,0.9912933800912395
-0.43451666666666683,49.7661,4.0,28.13666666666667,49.331583333333334,0.9912688222169977
-0.4357166666666668,49.63848333333332,4.0,28.208333333333343,49.202766666666655,0.9912222002485304
-0.43850847457627123,49.54733898305084,4.0,28.37118644067796,49.10883050847457,0.9911497068545643
-0.44014035087719283,49.692192982456135,4.0,28.557894736842094,49.25205263157894,0.9911426659911632
-0.4407166666666666,49.701966666666664,4.0,28.76500000000001,49.26125,0.9911328123166152
-0.44266666666666693,49.57210526315789,4.0,29.012280701754403,49.12943859649122,0.9910702467785717
-0.44011864406779655,49.92720338983052,4.0,29.26186440677967,49.48708474576272,0.9911847927745651
-0.4330666666666668,49.78235,4.0,29.550833333333344,49.34928333333333,0.9913007990449091
-0.4348214285714285,49.656124999999996,4.071428571428571,29.80446428571431,49.221303571428564,0.9912433475513558
-0.3767068965517241,49.67789655172414,4.0,30.02155172413792,49.301189655172415,0.9924170119368984
-0.4334666666666668,49.73988333333332,4.033333333333333,30.133333333333347,49.30641666666665,0.9912853300486899
-0.4333333333333334,49.60871666666665,4.0,30.16333333333335,49.17538333333332,0.9912649759467674
-0.4164561403508773,49.88912280701755,3.982456140350877,30.105263157894765,49.472666666666676,0.9916523659483487
-0.43473333333333336,49.804300000000005,4.0,30.026666666666678,49.36956666666667,0.9912711686875765
-0.4315833333333335,49.680616666666666,4.0,29.902500000000025,49.24903333333333,0.9913128426680157
-0.42905263157894735,49.726473684210525,4.0701754385964914,29.757017543859668,49.29742105263158,0.9913717462793831
-0.4285084745762712,49.77762711864406,4.0,29.60847457627119,49.349118644067794,0.991391544768598
-0.42705,49.64809999999999,4.0,29.43916666666668,49.22104999999999,0.9913984623782178
-0.4270344827586208,49.66937931034483,4.0,29.218103448275876,49.24234482758621,0.9914024598517647
-0.4218965517241382,49.74805172413795,4.0,28.98189655172414,49.32615517241381,0.9915193351879661
-0.43017647058823516,49.66368627450979,4.0,28.744117647058836,49.23350980392156,0.9913382090042513
-0.42429090909090905,50.050672727272726,4.109090909090909,28.418181818181832,49.62638181818182,0.9915227731023142
-0.42034999999999995,50.07778333333332,4.05,28.254166666666674,49.65743333333332,0.9916060581754983
-0.4223500000000001,49.95939999999999,4.0,28.159166666666682,49.53704999999999,0.9915461354619951
-0.42815000000000014,49.84476666666667,4.0,28.120833333333337,49.41661666666667,0.9914103319439085
-0.4304166666666668,49.72860000000001,4.0,28.166666666666657,49.29818333333334,0.9913446856202132
-0.16812727272727265,50.01779999999999,4.090909090909091,28.272727272727273,49.84967272727271,0.9966386511856324
-0.42424999999999996,50.13082142857143,4.0,28.46875000000002,49.70657142857143,0.9915371424622577
-0.4247333333333333,50.012366666666644,4.0,28.725,49.58763333333331,0.9915074338280332
-0.4280166666666666,49.898216666666684,4.0,28.970000000000027,49.47020000000002,0.9914222051355878
-0.42774999999999996,49.78498214285713,4.071428571428571,29.248214285714297,49.35723214285713,0.9914080515531254
-0.4294561403508772,49.83845614035087,4.0,29.50701754385967,49.40899999999999,0.9913830368432465
-0.4315166666666666,49.8676,4.0,29.732500000000023,49.436083333333336,0.9913467528682618
-0.3210833333333332,49.74205000000001,4.016666666666667,29.98916666666666,49.42096666666668,0.993545032154217
-0.43440740740740746,49.848074074074084,4.0,30.18518518518521,49.41366666666668,0.9912853722941858
-0.4237627118644067,49.78186440677967,4.067796610169491,30.295762711864384,49.35810169491526,0.9914876086519834
-0.4324666666666666,49.81326666666666,4.066666666666666,30.283333333333353,49.38079999999999,0.9913182431989336
-0.4315636363636364,50.03567272727272,3.981818181818182,30.154545454545467,49.604109090909084,0.9913748809031521
-0.42671666666666663,50.16101666666666,4.0,29.99,49.7343,0.9914930618431778
-0.42543333333333333,50.04448333333334,4.1,29.85000000000002,49.61905000000001,0.9914988964817635
-0.4263103448275862,49.93306896551723,4.051724137931035,29.696551724137958,49.506758620689645,0.9914623644478575
-0.4246166666666667,49.820783333333345,4.033333333333333,29.506666666666668,49.39616666666668,0.9914771178159584
-0.42633928571428564,49.86232142857144,4.0,29.24553571428573,49.435982142857156,0.991449670342264
-0.4228833333333334,50.09071666666667,4.0,28.955000000000005,49.66783333333334,0.9915576505693171
-0.4227166666666666,49.966966666666686,4.05,28.720833333333324,49.54425000000002,0.9915400774778537
-0.4226833333333333,49.84943333333335,4.0,28.509166666666683,49.42675000000002,0.9915207996346331
-0.42429629629629645,50.11964814814817,4.111111111111111,28.28611111111111,49.695351851851875,0.9915343321038064
-0.4207999999999998,50.241666666666674,4.0,28.16666666666667,49.820866666666674,0.9916244816719191
-0.42441666666666666,50.12590000000001,4.0,28.13583333333333,49.70148333333334,0.9915329866063918
-0.4257666666666667,50.01443333333334,4.0,28.168333333333322,49.588666666666676,0.9914871240501908
-0.4253333333333335,49.90265,4.033333333333333,28.27999999999999,49.47731666666667,0.9914767385432771
-0.4266140350877192,49.866894736842106,3.982456140350877,28.466666666666676,49.44028070175439,0.99144494484088
-0.4232166666666667,49.94803333333333,4.0,28.66166666666666,49.52481666666666,0.9915268602500865
-0.42285964912280705,50.00899999999999,4.035087719298246,28.834210526315815,49.58614035087719,0.991544329038317
-0.42131666666666656,50.11091666666667,4.0,29.074166666666663,49.6896,0.9915923177085498
-0.42765000000000003,49.98795000000002,4.05,29.326666666666686,49.56030000000002,0.9914449382301135
-0.42823333333333335,49.88163333333333,4.05,29.545000000000016,49.4534,0.9914150097998663
-0.426462962962963,50.00911111111112,4.0,29.700000000000028,49.58264814814815,0.9914722946781549
