time,I,V,T_max,T_min,SOC
1535760000000000000,-0.384,54.721,29.05000000000001,27.150000000000034,100.0
1535760060000000000,-0.391,54.709,28.950000000000045,27.150000000000034,100.0
1535760120000000000,-0.413,54.703,29.05000000000001,27.150000000000034,100.0
1535760180000000000,-0.392,54.693,29.05000000000001,27.05000000000001,100.0
1535760240000000000,-0.397,54.685,28.950000000000045,27.150000000000034,100.0
1535760300000000000,-0.411,54.674,28.950000000000045,27.05000000000001,100.0
1535760360000000000,-0.398,54.666,28.950000000000045,27.150000000000034,100.0
1535760420000000000,-0.387,54.66,29.05000000000001,27.05000000000001,100.0
1535760480000000000,-0.418,54.649,28.950000000000045,27.150000000000034,100.0
1535760540000000000,-0.408,54.641,28.950000000000045,27.05000000000001,100.0
1535760600000000000,-0.38,54.632,28.950000000000045,27.05000000000001,100.0
1535760660000000000,-0.393,54.625,28.850000000000023,27.05000000000001,100.0
1535760720000000000,-0.411,54.616,28.850000000000023,27.150000000000034,100.0
1535760780000000000,-0.382,54.607,29.05000000000001,27.05000000000001,100.0
1535760840000000000,-0.401,54.599,28.950000000000045,27.05000000000001,100.0
1535760900000000000,-0.415,54.592,28.850000000000023,27.05000000000001,100.0
1535760960000000000,-0.371,54.582,28.850000000000023,27.05000000000001,100.0
1535761020000000000,-0.391,54.575,28.950000000000045,27.05000000000001,100.0
1535761080000000000,-0.412,54.568,28.850000000000023,27.05000000000001,100.0
1535761140000000000,-0.384,54.562,28.850000000000023,27.05000000000001,100.0
1535761200000000000,-0.389,54.549,28.950000000000045,27.05000000000001,100.0
1535761260000000000,-0.403,54.543,28.950000000000045,27.05000000000001,100.0
1535761320000000000,-0.404,54.534,28.950000000000045,27.05000000000001,100.0
1535761380000000000,-0.374,54.528,28.850000000000023,27.05000000000001,100.0
1535761440000000000,-0.405,54.519,28.850000000000023,27.05000000000001,100.0
1535761500000000000,-0.411,54.512,28.850000000000023,27.05000000000001,100.0
1535761560000000000,-0.374,54.506,28.850000000000023,27.05000000000001,100.0
1535761620000000000,-0.383,54.496,28.850000000000023,27.05000000000001,100.0
1535761680000000000,-0.41,54.49,28.850000000000023,27.05000000000001,100.0
1535761740000000000,-0.393,54.483,28.850000000000023,27.05000000000001,100.0
1535761800000000000,-0.388,54.478,28.850000000000023,27.05000000000001,100.0
1535761860000000000,-0.422,54.469,28.850000000000023,27.05000000000001,100.0
1535761920000000000,-0.398,54.461,28.850000000000023,26.950000000000045,100.0
1535761980000000000,-0.376,54.453,28.850000000000023,27.05000000000001,100.0
1535762040000000000,-0.415,54.446,28.850000000000023,26.950000000000045,100.0
1535762100000000000,-0.392,54.441,28.850000000000023,27.05000000000001,100.0
1535762160000000000,-0.367,54.43,28.850000000000023,26.950000000000045,100.0
