time,I,V,T_max,T_min,SOC
1512086400000000000,-0.401,51.867,14.25,13.350000000000023,24.0
1512086460000000000,-0.423,51.87,14.150000000000034,13.25,24.0
1512086520000000000,-0.432,51.869,14.25,13.350000000000023,24.0
1512086580000000000,-0.397,51.87,14.050000000000011,13.25,24.0
1512086640000000000,-0.428,51.869,14.25,13.350000000000023,24.0
1512086700000000000,-0.435,51.868,14.150000000000034,13.350000000000023,24.0
1512086760000000000,-0.4,51.872,14.25,13.350000000000023,24.0
1512086820000000000,-0.41,51.869,14.25,13.350000000000023,24.0
1512086880000000000,-0.439,51.869,14.25,13.350000000000023,24.0
1512086940000000000,-0.419,51.868,14.25,13.350000000000023,24.0
1512087000000000000,-0.406,51.867,14.25,13.350000000000023,24.0
1512087060000000000,-0.448,51.866,14.25,13.350000000000023,24.0
1512087120000000000,-0.425,51.871,14.150000000000034,13.350000000000023,24.0
1512087180000000000,-0.403,51.869,14.150000000000034,13.350000000000023,24.0
1512087240000000000,-0.428,51.869,14.25,13.25,24.0
1512087300000000000,-0.438,51.868,14.150000000000034,13.25,24.0
1512087360000000000,-0.399,51.867,14.25,13.350000000000023,24.0
1512087420000000000,-0.43,51.87,14.25,13.350000000000023,24.0
1512087480000000000,-0.444,51.868,14.25,13.350000000000023,24.0
1512087540000000000,-0.41,51.867,14.150000000000034,13.25,24.0
1512087600000000000,-0.413,51.87,14.25,13.350000000000023,24.0
1512087660000000000,-0.437,51.87,14.25,13.350000000000023,24.0
1512087960000000000,-0.408,51.87,14.25,13.25,24.0
1512088020000000000,-0.45,51.867,14.25,13.25,24.0
1512088080000000000,-0.424,51.866,14.25,13.25,24.0
1512088140000000000,-0.419,51.867,14.150000000000034,13.25,24.0
1512088200000000000,-0.426,51.866,14.25,13.25,24.0
1512088260000000000,-0.422,51.868,14.25,13.25,24.0
1512088320000000000,-0.401,51.867,14.25,13.25,24.0
1512088380000000000,-0.41,51.866,14.150000000000034,13.25,24.0
1512088440000000000,-0.442,51.866,14.150000000000034,13.25,24.0
1512088500000000000,-0.403,51.866,14.25,13.25,24.0
1512088560000000000,-0.415,51.867,14.25,13.150000000000034,24.0
1512088620000000000,-0.432,51.864,14.150000000000034,13.150000000000034,24.0
1512088680000000000,-0.421,51.866,14.150000000000034,13.25,24.0
