time,I,V,T_max,T_min,SOC
1525132800000000000,-0.41,54.104,18.25,16.950000000000045,100.0
1525132860000000000,-0.406,54.097,18.350000000000023,16.850000000000023,100.0
1525132920000000000,-0.381,54.094,18.350000000000023,16.850000000000023,100.0
1525132980000000000,-0.417,54.089,18.350000000000023,16.850000000000023,100.0
1525133040000000000,-0.411,54.08,18.25,16.850000000000023,100.0
1525133100000000000,-0.377,54.078,18.25,16.850000000000023,100.0
1525133160000000000,-0.397,54.072,18.25,16.850000000000023,100.0
1525133220000000000,-0.414,54.068,18.350000000000023,16.850000000000023,100.0
1525133280000000000,-0.388,54.057,18.25,16.850000000000023,100.0
1525133340000000000,-0.385,54.055,18.350000000000023,16.850000000000023,100.0
1525133400000000000,-0.414,54.048,18.25,16.850000000000023,100.0
1525133460000000000,-0.392,54.043,18.25,16.850000000000023,100.0
1525133520000000000,-0.371,54.039,18.25,16.850000000000023,100.0
1525133580000000000,-0.411,54.033,18.25,16.850000000000023,100.0
1525133640000000000,-0.4,54.027,18.25,16.850000000000023,100.0
1525133700000000000,-0.368,54.023,18.350000000000023,16.850000000000023,100.0
1525133760000000000,-0.407,54.017,18.25,16.850000000000023,100.0
1525133820000000000,-0.403,54.012,18.25,17.150000000000034,100.0
1525133880000000000,-0.387,54.008,18.150000000000034,16.850000000000023,100.0
1525133940000000000,-0.397,54.002,18.25,16.75,100.0
1525134000000000000,-0.417,53.998,18.150000000000034,16.75,100.0
1525134060000000000,-0.391,53.994,18.150000000000034,16.75,100.0
1525134120000000000,-0.384,53.989,18.150000000000034,16.850000000000023,100.0
1525134180000000000,-0.415,53.981,18.150000000000034,16.75,100.0
1525134240000000000,-0.385,53.976,18.150000000000034,16.75,100.0
1525134300000000000,-0.383,53.976,18.150000000000034,16.850000000000023,100.0
1525134360000000000,-0.429,53.97,18.05000000000001,16.75,100.0
1525134420000000000,-0.405,53.963,18.150000000000034,16.75,100.0
1525134480000000000,-0.377,53.96,18.05000000000001,16.75,100.0
1525134540000000000,-0.403,53.956,18.150000000000034,16.75,100.0
1525134600000000000,-0.404,53.952,18.05000000000001,16.75,100.0
1525134660000000000,-0.376,53.946,18.05000000000001,16.75,100.0
1525134720000000000,-0.396,53.944,18.05000000000001,16.75,100.0
