time,I,V,T_max,T_min,SOC
1498867200000000000,-0.458,48.35,28.350000000000023,26.350000000000023,4.0
1498867260000000000,-0.43,48.346,28.350000000000023,26.350000000000023,4.0
1498867320000000000,-0.464,48.343,28.350000000000023,26.350000000000023,4.0
1498867380000000000,-0.475,48.34,28.350000000000023,26.350000000000023,4.0
1498867440000000000,-0.447,48.337,28.350000000000023,26.350000000000023,4.0
1498867500000000000,-0.46,48.334,28.350000000000023,26.350000000000023,4.0
1498867560000000000,-0.475,48.33,28.350000000000023,26.350000000000023,4.0
1498867620000000000,-0.458,48.328,28.350000000000023,26.350000000000023,4.0
1498867680000000000,-0.446,48.324,28.350000000000023,26.350000000000023,4.0
1498867740000000000,-0.469,48.321,28.350000000000023,26.350000000000023,4.0
1498867800000000000,-0.449,48.317,28.350000000000023,26.450000000000045,4.0
1498867860000000000,-0.428,48.315,28.350000000000023,26.350000000000023,4.0
1498867920000000000,-0.472,48.311,28.350000000000023,26.350000000000023,4.0
1498867980000000000,-0.464,48.307,28.350000000000023,26.350000000000023,4.0
1498868040000000000,-0.44,48.303,28.350000000000023,26.350000000000023,4.0
1498868100000000000,-0.459,48.303,28.350000000000023,26.450000000000045,4.0
1498868160000000000,-0.465,48.298,28.350000000000023,26.350000000000023,4.0
1498868220000000000,-0.437,48.295,28.350000000000023,26.450000000000045,4.0
1498868280000000000,-0.457,48.292,28.350000000000023,26.450000000000045,4.0
1498868340000000000,-0.475,48.288,28.350000000000023,26.350000000000023,4.0
1498868400000000000,-0.455,48.286,28.350000000000023,26.350000000000023,4.0
1498868460000000000,-0.45,48.281,28.350000000000023,26.350000000000023,4.0
1498868520000000000,-0.476,48.279,28.450000000000045,26.450000000000045,4.0
1498868580000000000,-0.455,48.278,28.350000000000023,26.350000000000023,4.0
1498868640000000000,-0.439,48.273,28.350000000000023,26.450000000000045,4.0
1498868700000000000,-0.467,48.267,28.350000000000023,26.350000000000023,4.0
1498868760000000000,-0.47,48.266,28.450000000000045,26.450000000000045,4.0
1498868820000000000,-0.436,48.265,28.450000000000045,26.450000000000045,4.0
1498868880000000000,-0.471,48.261,28.350000000000023,26.450000000000045,4.0
1498868940000000000,-0.475,48.256,28.350000000000023,26.450000000000045,4.0
1498869000000000000,-0.443,48.254,28.450000000000045,26.450000000000045,4.0
1498869060000000000,-0.455,48.25,28.450000000000045,26.450000000000045,4.0
1498869120000000000,-0.487,48.249,28.55000000000001,26.450000000000045,4.0
1498869180000000000,-0.438,48.246,28.55000000000001,26.55000000000001,4.0
1498869240000000000,-0.453,48.24,28.450000000000045,26.450000000000045,4.0
1498869300000000000,-0.478,48.237,28.450000000000045,26.450000000000045,4.0
1498869360000000000,-0.456,48.235,28.55000000000001,26.450000000000045,4.0
1498869420000000000,-0.438,48.233,28.55000000000001,26.450000000000045,4.0
1498869480000000000,-0.47,48.228,28.55000000000001,26.450000000000045,4.0
1498869540000000000,-0.477,48.226,28.450000000000045,26.55000000000001,4.0
1498869600000000000,-0.44,48.224,28.350000000000023,26.450000000000045,4.0
1498869660000000000,-0.466,48.219,28.55000000000001,26.55000000000001,4.0
1498869720000000000,-0.475,48.215,28.55000000000001,26.55000000000001,4.0
1498869780000000000,-0.429,48.211,28.450000000000045,26.55000000000001,4.0
1498869840000000000,-0.465,48.212,28.55000000000001,26.55000000000001,4.0
1498869900000000000,-0.462,48.208,28.55000000000001,26.55000000000001,4.0
1498869960000000000,-0.456,48.205,28.55000000000001,26.55000000000001,4.0
1498870020000000000,-0.429,48.202,28.55000000000001,26.55000000000001,4.0
1498870080000000000,-0.478,48.199,28.55000000000001,26.450000000000045,4.0
1498870140000000000,-0.451,48.195,28.55000000000001,26.450000000000045,4.0
1498870200000000000,-0.445,48.191,28.55000000000001,26.55000000000001,4.0
1498870260000000000,-0.472,48.189,28.55000000000001,26.55000000000001,4.0
1498870320000000000,-0.457,48.186,28.55000000000001,26.55000000000001,4.0
1498870380000000000,-0.437,48.181,28.55000000000001,26.55000000000001,4.0
1498870440000000000,-0.458,48.177,28.55000000000001,26.450000000000045,4.0
1498870500000000000,-0.467,48.176,28.650000000000034,26.55000000000001,4.0
1498870560000000000,-0.431,48.17,28.55000000000001,26.55000000000001,4.0
1498870620000000000,-0.461,48.17,28.55000000000001,26.55000000000001,4.0
1498870680000000000,-0.465,48.165,28.55000000000001,26.55000000000001,4.0
1498870740000000000,-0.437,48.165,28.55000000000001,26.55000000000001,4.0
1498870800000000000,-0.461,48.159,28.55000000000001,26.55000000000001,4.0
1498870860000000000,-0.488,48.157,28.55000000000001,26.55000000000001,4.0
1498870920000000000,-0.452,48.154,28.55000000000001,26.55000000000001,4.0
1498870980000000000,-0.448,48.149,28.55000000000001,26.55000000000001,4.0
1498871040000000000,-0.47,48.148,28.55000000000001,26.55000000000001,4.0
1498871100000000000,-0.459,48.147,28.55000000000001,26.55000000000001,4.0
1498871160000000000,-0.434,48.141,28.650000000000034,26.55000000000001,4.0
1498871220000000000,-0.464,48.138,28.650000000000034,26.55000000000001,4.0
1498871280000000000,-0.464,48.135,28.55000000000001,26.55000000000001,4.0
1498871340000000000,-0.447,48.13,28.55000000000001,26.55000000000001,4.0
1498871400000000000,-0.451,48.13,28.55000000000001,26.55000000000001,4.0
1498871460000000000,-0.471,48.126,28.55000000000001,26.55000000000001,4.0
1498871520000000000,-0.452,48.124,28.650000000000034,26.55000000000001,4.0
1498871580000000000,-0.452,48.12,28.650000000000034,26.55000000000001,4.0
1498871640000000000,-0.476,48.117,28.55000000000001,26.55000000000001,4.0
1498871700000000000,-0.463,48.114,28.650000000000034,26.55000000000001,4.0
1498871760000000000,-0.444,48.11,28.650000000000034,26.55000000000001,4.0
1498871820000000000,-0.476,48.108,28.55000000000001,26.55000000000001,4.0
1498871880000000000,-0.464,48.104,28.650000000000034,26.650000000000034,4.0
1498871940000000000,-0.44,48.103,28.650000000000034,26.55000000000001,4.0
1498872000000000000,-0.459,48.098,28.650000000000034,26.650000000000034,4.0
1498872060000000000,-0.471,48.095,28.650000000000034,26.55000000000001,4.0
1498872120000000000,-0.434,48.092,28.650000000000034,26.650000000000034,4.0
1498872180000000000,-0.45,48.088,28.650000000000034,26.650000000000034,4.0
1498872240000000000,-0.487,48.085,28.650000000000034,26.650000000000034,4.0
1498872300000000000,-0.447,48.082,28.650000000000034,26.650000000000034,4.0
1498872360000000000,-0.447,48.08,28.650000000000034,26.55000000000001,4.0
1498872420000000000,-0.474,48.076,28.650000000000034,26.55000000000001,4.0
1498872480000000000,-0.454,48.073,28.650000000000034,26.55000000000001,4.0
1498872540000000000,-0.445,48.069,28.650000000000034,26.55000000000001,4.0
1498872600000000000,-0.47,48.067,28.650000000000034,26.650000000000034,4.0
1498872660000000000,-0.462,48.063,28.75,26.650000000000034,4.0
1498872720000000000,-0.436,48.06,28.75,26.650000000000034,4.0
1498872780000000000,-0.45,48.058,28.650000000000034,26.650000000000034,4.0
1498872840000000000,-0.466,48.054,28.650000000000034,26.55000000000001,4.0
1498872900000000000,-0.442,48.053,28.650000000000034,26.75,4.0
1498872960000000000,-0.468,48.048,28.650000000000034,26.650000000000034,4.0
1498873020000000000,-0.478,48.047,28.650000000000034,26.650000000000034,4.0
1498873080000000000,-0.463,48.042,28.650000000000034,26.650000000000034,4.0
1498873140000000000,-0.443,48.04,28.650000000000034,26.75,4.0
1498873200000000000,-0.491,48.037,28.75,26.650000000000034,4.0
1498873260000000000,-0.455,48.032,28.650000000000034,26.650000000000034,4.0
1498873320000000000,-0.448,48.031,28.75,26.75,4.0
1498873380000000000,-0.465,48.025,28.850000000000023,26.650000000000034,4.0
1498873440000000000,-0.468,48.024,28.850000000000023,26.650000000000034,4.0
1498873500000000000,-0.444,48.02,28.75,26.75,4.0
1498873560000000000,-0.467,48.015,28.650000000000034,26.75,4.0
1498873620000000000,-0.473,48.014,28.850000000000023,26.650000000000034,4.0
1498873680000000000,-0.45,48.011,28.650000000000034,26.650000000000034,4.0
1498873740000000000,-0.437,48.007,28.75,26.650000000000034,4.0
1498873800000000000,-0.488,48.003,28.75,26.75,4.0
1498873860000000000,-0.462,48.003,28.75,26.75,4.0
1498873920000000000,-0.439,47.999,28.850000000000023,26.650000000000034,4.0
1498873980000000000,-0.478,47.994,28.850000000000023,26.650000000000034,4.0
1498874040000000000,-0.451,47.993,28.75,26.75,4.0
1498874100000000000,-0.437,47.99,28.850000000000023,26.650000000000034,4.0
1498874160000000000,-0.481,47.986,28.850000000000023,26.75,4.0
1498874220000000000,-0.46,47.984,28.650000000000034,26.75,4.0
1498874280000000000,-0.438,47.979,28.75,26.650000000000034,4.0
1498874340000000000,-0.465,47.977,28.850000000000023,26.650000000000034,4.0
1498874400000000000,-0.469,47.972,28.75,26.650000000000034,4.0
1498874460000000000,-0.438,47.968,28.850000000000023,26.75,4.0
1498874520000000000,-0.453,47.966,28.75,26.75,4.0
1498874580000000000,-0.483,47.964,28.850000000000023,26.75,4.0
1498874640000000000,-0.458,47.96,28.850000000000023,26.75,4.0
1498874700000000000,-0.456,47.961,28.850000000000023,26.650000000000034,4.0
1498874760000000000,-0.483,47.955,28.850000000000023,26.75,4.0
1498874820000000000,-0.453,47.952,28.850000000000023,26.75,4.0
1498874880000000000,-0.445,47.948,28.75,26.75,4.0
1498874940000000000,-0.471,47.945,28.850000000000023,26.75,4.0
1498875000000000000,-0.467,47.942,28.850000000000023,26.850000000000023,4.0
1498875060000000000,-0.435,47.94,28.850000000000023,26.650000000000034,4.0
1498875120000000000,-0.474,47.937,28.850000000000023,26.850000000000023,4.0
1498875180000000000,-0.478,47.932,28.850000000000023,26.75,4.0
1498875240000000000,-0.438,47.929,28.850000000000023,26.75,4.0
1498875300000000000,-0.459,47.928,28.850000000000023,26.75,4.0
1498875360000000000,-0.479,47.923,28.850000000000023,26.75,4.0
1498875420000000000,-0.464,47.92,28.850000000000023,26.75,4.0
1498875480000000000,-0.447,47.917,28.850000000000023,26.850000000000023,4.0
