time,I,V,T_max,T_min,SOC
1556668800000000000,-0.405,53.743,22.850000000000023,21.55000000000001,100.0
1556668860000000000,-0.379,53.738,22.850000000000023,21.450000000000045,100.0
1556668920000000000,-0.392,53.734,22.850000000000023,21.450000000000045,100.0
1556668980000000000,-0.407,53.735,22.850000000000023,21.450000000000045,100.0
1556669040000000000,-0.37,53.729,22.850000000000023,21.450000000000045,100.0
1556669100000000000,-0.368,53.724,22.850000000000023,21.450000000000045,100.0
1556669160000000000,-0.412,53.72,22.850000000000023,21.350000000000023,100.0
1556669220000000000,-0.392,53.717,22.850000000000023,21.450000000000045,100.0
1556669280000000000,-0.373,53.716,22.850000000000023,21.450000000000045,100.0
1556669340000000000,-0.405,53.715,22.850000000000023,21.450000000000045,100.0
1556669400000000000,11.855,53.858,22.850000000000023,21.350000000000023,99.0
1556669460000000000,10.85,53.983,22.850000000000023,21.350000000000023,99.0
1556669520000000000,10.766,54.118,22.850000000000023,21.350000000000023,99.0
1556669580000000000,11.308,54.259,22.850000000000023,21.350000000000023,99.0
1556669640000000000,11.309,54.43,22.850000000000023,21.350000000000023,99.0
1556669700000000000,12.11,54.617,22.75,21.350000000000023,99.0
1556669760000000000,11.367,54.832,22.850000000000023,21.450000000000045,99.0
1556669820000000000,10.942,55.081,22.850000000000023,21.450000000000045,99.0
1556669880000000000,11.176,55.359,22.850000000000023,21.350000000000023,99.0
1556669940000000000,10.762,55.709,22.850000000000023,21.350000000000023,100.0
1556670000000000000,11.168,56.108,22.75,21.350000000000023,100.0
1556670060000000000,10.828,56.548,22.850000000000023,21.350000000000023,100.0
1556670120000000000,9.883,57.066,22.75,21.350000000000023,100.0
1556670180000000000,0.603,56.906,22.850000000000023,21.350000000000023,100.0
1556670300000000000,-0.397,56.696,22.75,21.350000000000023,100.0
1556670360000000000,-0.425,56.612,22.75,21.450000000000045,100.0
1556670420000000000,-0.353,56.544,22.850000000000023,21.350000000000023,100.0
1556670480000000000,-0.383,56.487,22.850000000000023,21.350000000000023,100.0
1556670540000000000,-0.371,56.436,22.850000000000023,21.350000000000023,100.0
1556670600000000000,-0.374,56.388,22.950000000000045,21.350000000000023,100.0
1556670660000000000,-0.363,56.35,22.950000000000045,21.350000000000023,100.0
1556670720000000000,-0.391,56.31,22.950000000000045,21.350000000000023,100.0
1556670780000000000,-0.39,56.28,22.950000000000045,21.350000000000023,100.0
1556670840000000000,-0.378,56.25,22.950000000000045,21.350000000000023,100.0
1556670900000000000,-0.373,56.223,23.05000000000001,21.350000000000023,100.0
1556670960000000000,-0.36,56.196,23.05000000000001,21.350000000000023,100.0
1556671020000000000,-0.365,56.173,23.05000000000001,21.350000000000023,100.0
1556671080000000000,-0.375,56.149,22.950000000000045,21.25,100.0
1556671140000000000,-0.385,56.128,22.950000000000045,21.350000000000023,100.0
1556671200000000000,-0.364,56.106,22.850000000000023,21.25,100.0
1556671260000000000,-0.367,56.085,22.950000000000045,21.350000000000023,100.0
1556671320000000000,-0.393,56.063,22.950000000000045,21.25,100.0
1556671380000000000,-0.38,56.045,22.850000000000023,21.25,100.0
1556671440000000000,-0.358,56.023,22.850000000000023,21.350000000000023,100.0
1556671500000000000,-0.385,56.002,22.850000000000023,21.25,100.0
1556671560000000000,-0.384,55.986,22.850000000000023,21.25,100.0
1556671620000000000,-0.357,55.967,22.850000000000023,21.350000000000023,100.0
1556671680000000000,-0.389,55.947,22.850000000000023,21.25,100.0
1556671740000000000,-0.387,55.93,22.850000000000023,21.25,100.0
1556671800000000000,-0.405,55.912,22.75,21.25,100.0
1556671860000000000,-0.381,55.892,22.850000000000023,21.25,100.0
1556671920000000000,-0.39,55.876,22.75,21.150000000000034,100.0
1556671980000000000,-0.367,55.857,22.75,21.25,100.0
1556672040000000000,-0.369,55.841,22.650000000000034,21.25,100.0
1556672100000000000,-0.398,55.824,22.650000000000034,21.25,100.0
1556672160000000000,-0.371,55.809,22.650000000000034,21.25,100.0
1556672220000000000,-0.354,55.792,22.650000000000034,21.55000000000001,100.0
1556672280000000000,-0.387,55.776,22.650000000000034,21.25,100.0
1556672340000000000,-0.386,55.759,22.650000000000034,21.25,100.0
1556672400000000000,-0.352,55.744,22.650000000000034,21.150000000000034,100.0
1556672460000000000,-0.372,55.728,22.650000000000034,21.150000000000034,100.0
1556672520000000000,-0.396,55.712,22.650000000000034,21.150000000000034,100.0
1556672580000000000,-0.372,55.698,22.650000000000034,21.25,100.0
1556672640000000000,-0.355,55.683,22.650000000000034,21.05000000000001,100.0
1556672700000000000,-0.397,55.667,22.55000000000001,21.150000000000034,100.0
1556672760000000000,-0.37,55.653,22.55000000000001,21.150000000000034,100.0
1556672820000000000,-0.355,55.638,22.55000000000001,21.05000000000001,100.0
1556672880000000000,-0.388,55.622,22.55000000000001,21.150000000000034,100.0
1556672940000000000,-0.377,55.609,22.55000000000001,21.150000000000034,100.0
1556673000000000000,-0.355,55.596,22.55000000000001,21.150000000000034,100.0
1556673060000000000,-0.397,55.58,22.450000000000045,21.150000000000034,100.0
1556673120000000000,-0.377,55.568,22.650000000000034,21.05000000000001,100.0
1556673180000000000,-0.358,55.553,22.450000000000045,21.05000000000001,100.0
1556673240000000000,-0.378,55.541,22.450000000000045,21.05000000000001,100.0
1556673300000000000,-0.398,55.523,22.650000000000034,21.05000000000001,100.0
1556673360000000000,-0.367,55.512,22.650000000000034,21.05000000000001,100.0
1556673420000000000,-0.369,55.497,22.450000000000045,21.05000000000001,100.0
1556673480000000000,-0.401,55.484,22.450000000000045,21.150000000000034,100.0
1556673540000000000,-0.372,55.472,22.450000000000045,21.05000000000001,100.0
1556673600000000000,-0.363,55.459,22.450000000000045,21.05000000000001,100.0
1556673660000000000,-0.393,55.446,22.450000000000045,21.05000000000001,100.0
1556673720000000000,-0.367,55.434,22.450000000000045,21.05000000000001,100.0
1556673780000000000,-0.354,55.422,22.450000000000045,21.05000000000001,100.0
1556673840000000000,-0.384,55.407,22.450000000000045,21.05000000000001,100.0
1556673900000000000,-0.383,55.396,22.450000000000045,21.05000000000001,100.0
1556673960000000000,-0.366,55.383,22.450000000000045,21.05000000000001,100.0
1556674020000000000,-0.431,55.302,22.450000000000045,21.05000000000001,100.0
1556674080000000000,-0.388,55.298,22.450000000000045,21.05000000000001,100.0
1556674140000000000,-0.367,55.29,22.450000000000045,21.05000000000001,100.0
1556674200000000000,-0.372,55.278,22.450000000000045,21.05000000000001,100.0
1556674260000000000,-0.402,55.267,22.450000000000045,21.05000000000001,100.0
1556674320000000000,-0.373,55.253,22.350000000000023,21.05000000000001,100.0
1556674380000000000,-0.366,55.243,22.450000000000045,21.05000000000001,100.0
1556674440000000000,-2.384,55.208,22.450000000000045,20.950000000000045,100.0
1556674500000000000,-0.414,55.097,22.450000000000045,21.05000000000001,100.0
1556674560000000000,-0.36,55.098,22.450000000000045,20.950000000000045,100.0
1556674620000000000,-0.384,55.091,22.350000000000023,21.05000000000001,100.0
1556674680000000000,-0.394,55.083,22.350000000000023,21.05000000000001,100.0
1556674740000000000,-0.366,55.074,22.350000000000023,21.05000000000001,100.0
1556674800000000000,-0.353,55.068,22.25,20.950000000000045,100.0
1556674860000000000,-0.392,55.053,22.350000000000023,20.950000000000045,100.0
1556674920000000000,-0.37,55.046,22.350000000000023,21.05000000000001,100.0
1556674980000000000,-0.379,55.037,22.350000000000023,21.05000000000001,100.0
1556675040000000000,-2.555,55.001,22.350000000000023,21.05000000000001,100.0
1556675100000000000,-0.428,54.957,22.350000000000023,20.950000000000045,100.0
1556675160000000000,-0.365,54.949,22.25,20.950000000000045,100.0
1556675220000000000,-0.404,54.943,22.25,20.950000000000045,100.0
1556675280000000000,-0.386,54.933,22.350000000000023,21.05000000000001,100.0
1556675340000000000,-0.365,54.924,22.350000000000023,20.850000000000023,100.0
1556675400000000000,-0.386,54.917,22.25,20.950000000000045,100.0
1556675460000000000,-0.373,54.907,22.25,20.950000000000045,100.0
1556675520000000000,-0.361,54.9,22.25,20.950000000000045,100.0
1556675580000000000,-0.414,54.721,22.25,20.950000000000045,100.0
1556675640000000000,-0.389,54.738,22.25,21.05000000000001,100.0
1556675700000000000,-0.378,54.733,22.25,21.150000000000034,100.0
1556675760000000000,-0.378,54.724,22.25,20.950000000000045,100.0
1556675820000000000,-0.4,54.719,22.25,20.950000000000045,100.0
1556675880000000000,-0.366,54.712,22.25,20.950000000000045,100.0
1556675940000000000,-0.371,54.707,22.25,20.950000000000045,100.0
1556676000000000000,-0.425,54.533,22.25,20.950000000000045,100.0
1556676060000000000,-0.388,54.549,22.25,20.950000000000045,100.0
1556676120000000000,-0.372,54.551,22.25,20.950000000000045,100.0
1556676180000000000,-0.39,54.546,22.25,20.850000000000023,100.0
1556676240000000000,-12.033,54.397,22.150000000000034,20.850000000000023,100.0
1556676300000000000,-13.085,54.158,22.25,20.950000000000045,100.0
1556676360000000000,-12.471,53.972,22.150000000000034,20.850000000000023,100.0
1556676420000000000,-11.603,53.836,22.25,20.850000000000023,100.0
1556676480000000000,-12.91,53.7,22.25,20.850000000000023,100.0
1556676540000000000,-12.327,53.581,22.05000000000001,20.850000000000023,100.0
1556676600000000000,-12.875,53.49,22.25,20.850000000000023,99.0
1556676660000000000,-12.74,53.406,22.150000000000034,20.850000000000023,99.0
