time,I,V,T_max,T_min,SOC
1506816000000000000,-0.404,55.063,27.650000000000034,26.05000000000001,100.0
1506816060000000000,-0.4,55.049,27.650000000000034,26.05000000000001,100.0
1506816120000000000,-0.374,55.034,27.75,26.05000000000001,100.0
1506816180000000000,-0.399,55.024,27.650000000000034,26.05000000000001,100.0
1506816240000000000,-0.405,55.009,27.650000000000034,26.05000000000001,100.0
1506816300000000000,-0.371,54.995,27.650000000000034,26.05000000000001,100.0
1506816360000000000,-2.696,54.958,27.75,25.950000000000045,100.0
1506816420000000000,-12.246,54.522,27.75,25.950000000000045,100.0
1506816480000000000,-0.415,54.537,27.650000000000034,26.05000000000001,100.0
1506816540000000000,-0.396,54.546,27.650000000000034,25.950000000000045,100.0
1506816600000000000,-0.942,54.542,27.650000000000034,25.950000000000045,100.0
1506816660000000000,-12.271,54.274,27.650000000000034,25.950000000000045,100.0
1506816720000000000,-0.427,54.177,27.650000000000034,25.950000000000045,100.0
1506816780000000000,-0.418,54.205,27.650000000000034,25.950000000000045,100.0
1506816840000000000,-0.404,54.207,27.650000000000034,25.950000000000045,100.0
1506816900000000000,-2.574,54.188,27.650000000000034,25.950000000000045,100.0
1506816960000000000,-11.387,53.957,27.650000000000034,25.850000000000023,100.0
1506817020000000000,-0.337,53.967,27.450000000000045,25.850000000000023,100.0
1506817080000000000,-0.378,53.974,27.650000000000034,25.950000000000045,100.0
1506817140000000000,-0.396,53.977,27.650000000000034,25.850000000000023,100.0
1506817200000000000,-16.168,53.821,27.55000000000001,25.850000000000023,100.0
1506817260000000000,-14.959,53.637,27.55000000000001,25.850000000000023,99.0
1506817320000000000,10.915,53.88,27.650000000000034,25.850000000000023,99.0
1506817380000000000,11.899,54.039,27.55000000000001,25.950000000000045,99.0
1506817440000000000,-0.427,54.054,27.55000000000001,25.850000000000023,99.0
1506817500000000000,-33.142,53.566,27.55000000000001,25.850000000000023,99.0
1506817560000000000,-0.452,53.543,27.450000000000045,25.850000000000023,99.0
1506817620000000000,10.682,53.75,27.450000000000045,25.850000000000023,99.0
1506817680000000000,11.67,53.879,27.55000000000001,25.850000000000023,99.0
1506817740000000000,-2.217,53.82,27.55000000000001,25.850000000000023,99.0
1506817800000000000,-25.677,53.443,27.450000000000045,25.850000000000023,99.0
1506817860000000000,0.28,53.536,27.450000000000045,25.850000000000023,99.0
1506817920000000000,5.455,53.638,27.55000000000001,25.850000000000023,99.0
1506817980000000000,10.908,53.783,27.450000000000045,25.850000000000023,99.0
1506818040000000000,-24.655,53.524,27.450000000000045,25.950000000000045,99.0
1506818100000000000,-25.145,53.291,27.450000000000045,25.850000000000023,99.0
1506818160000000000,3.881,53.493,27.450000000000045,25.950000000000045,99.0
1506818220000000000,4.679,53.552,27.450000000000045,25.850000000000023,99.0
1506818280000000000,-0.422,53.546,27.450000000000045,25.850000000000023,99.0
1506818340000000000,-36.492,53.189,27.450000000000045,25.850000000000023,99.0
